,subject,which_regions,demog_question,demog_response,culture
511,SS1608863463604,character(0),targetlanguage,Yes,US
512,SS1608863463604,character(0),objectiveses,At least some graduate school,US
513,SS1608863463604,character(0),subjectiveses,7,US
514,SS1608882192490,character(0),zipcode,972,US
515,SS1608882192490,character(0),resimobinum,0,US
516,SS1608882192490,character(0),abroadexp,No,US
517,SS1608882192490,character(0),overseaexpnum,Six or more experiences,US
518,SS1608882192490,character(0),firstlanguage,Yes,US
519,SS1608882192490,character(0),monolingual,"Yes, I am multilingual",US
520,SS1608882192490,character(0),targetlanguage,No,US
521,SS1608882192490,character(0),objectiveses,"One or more years of college, no degree",US
522,SS1608882192490,character(0),subjectiveses,6,US
523,SS1608892981654,"c(""North America"", ""Australia"")",zipcode,na,US
524,SS1608892981654,"c(""North America"", ""Australia"")",resimobinum,4,US
525,SS1608892981654,"c(""North America"", ""Australia"")",abroadexp,Yes,US
526,SS1608892981654,"c(""North America"", ""Australia"")",overseaexpnum,Six or more experiences,US
527,SS1608892981654,"c(""North America"", ""Australia"")",firstlanguage,Yes,US
528,SS1608892981654,"c(""North America"", ""Australia"")",monolingual,"Yes, I am multilingual",US
529,SS1608892981654,"c(""North America"", ""Australia"")",targetlanguage,Yes,US
530,SS1608892981654,"c(""North America"", ""Australia"")",objectiveses,High school graduate/GED,US
531,SS1608892981654,"c(""North America"", ""Australia"")",subjectiveses,7,US
532,SS1608962227801,character(0),zipcode,933,US
533,SS1608962227801,character(0),resimobinum,3,US
534,SS1608962227801,character(0),abroadexp,No,US
535,SS1608962227801,character(0),overseaexpnum,One experience,US
536,SS1608962227801,character(0),firstlanguage,Yes,US
537,SS1608962227801,character(0),monolingual,"Yes, I am multilingual",US
538,SS1608962227801,character(0),targetlanguage,No,US
539,SS1608962227801,character(0),objectiveses,"One or more years of college, no degree",US
540,SS1608962227801,character(0),subjectiveses,3,US
541,SS1608967838850,character(0),zipcode,606,US
542,SS1608967838850,character(0),resimobinum,2,US
543,SS1608967838850,character(0),abroadexp,No,US
544,SS1608967838850,character(0),overseaexpnum,Three to five experiences,US
545,SS1608967838850,character(0),firstlanguage,Yes,US
546,SS1608967838850,character(0),monolingual,"No, just English",US
547,SS1608967838850,character(0),targetlanguage,No,US
548,SS1608967838850,character(0),objectiveses,"One or more years of college, no degree",US
549,SS1608967838850,character(0),subjectiveses,9,US
550,SS1608994545018,character(0),zipcode,64,US
551,SS1608994545018,character(0),resimobinum,10,US
552,SS1608994545018,character(0),abroadexp,No,US
553,SS1608994545018,character(0),overseaexpnum,Six or more experiences,US
554,SS1608994545018,character(0),firstlanguage,Yes,US
555,SS1608994545018,character(0),monolingual,"No, just English",US
556,SS1608994545018,character(0),targetlanguage,Yes,US
557,SS1608994545018,character(0),objectiveses,"One or more years of college, no degree",US
558,SS1608994545018,character(0),subjectiveses,9,US
559,SS1608999598751,character(0),zipcode,502,US
560,SS1608999598751,character(0),resimobinum,3,US
561,SS1608999598751,character(0),abroadexp,No,US
562,SS1608999598751,character(0),overseaexpnum,No experiences,US
563,SS1608999598751,character(0),firstlanguage,Yes,US
564,SS1608999598751,character(0),monolingual,"No, just English",US
565,SS1608999598751,character(0),targetlanguage,No,US
566,SS1608999598751,character(0),objectiveses,High school graduate/GED,US
567,SS1608999598751,character(0),subjectiveses,6,US
568,SS1609003293575,character(0),zipcode,678,US
569,SS1609003293575,character(0),resimobinum,3,US
570,SS1609003293575,character(0),abroadexp,No,US
571,SS1609003293575,character(0),overseaexpnum,No experiences,US
572,SS1609003293575,character(0),firstlanguage,No,US
573,SS1609003293575,character(0),monolingual,"Yes, I am multilingual",US
574,SS1609003293575,character(0),targetlanguage,No,US
575,SS1609003293575,character(0),objectiveses,"One or more years of college, no degree",US
576,SS1609003293575,character(0),subjectiveses,5,US
577,SS1609018219931,character(0),zipcode,945,US
578,SS1609018219931,character(0),resimobinum,1,US
579,SS1609018219931,character(0),abroadexp,No,US
580,SS1609018219931,character(0),overseaexpnum,Two experiences,US
581,SS1609018219931,character(0),firstlanguage,Yes,US
582,SS1609018219931,character(0),monolingual,"Yes, I am multilingual",US
583,SS1609018219931,character(0),targetlanguage,Yes,US
584,SS1609018219931,character(0),objectiveses,High school graduate/GED,US
585,SS1609018219931,character(0),subjectiveses,4,US
586,SS1609018845974,character(0),zipcode,981,US
587,SS1609018845974,character(0),resimobinum,2,US
588,SS1609018845974,character(0),abroadexp,No,US
589,SS1609018845974,character(0),overseaexpnum,Six or more experiences,US
590,SS1609018845974,character(0),firstlanguage,No,US
591,SS1609018845974,character(0),monolingual,"Yes, I am multilingual",US
592,SS1609018845974,character(0),targetlanguage,No,US
593,SS1609018845974,character(0),objectiveses,"One or more years of college, no degree",US
594,SS1609018845974,character(0),subjectiveses,4,US
595,SS1609019254082,character(0),zipcode,117,US
596,SS1609019254082,character(0),resimobinum,2,US
597,SS1609019254082,character(0),abroadexp,No,US
598,SS1609019254082,character(0),overseaexpnum,One experience,US
599,SS1609019254082,character(0),firstlanguage,Yes,US
600,SS1609019254082,character(0),monolingual,"No, just English",US
601,SS1609019254082,character(0),targetlanguage,No,US
602,SS1609019254082,character(0),objectiveses,High school graduate/GED,US
603,SS1609019254082,character(0),subjectiveses,7,US
604,SS1609019285444,character(0),zipcode,943,US
605,SS1609019285444,character(0),resimobinum,2,US
606,SS1609019285444,character(0),abroadexp,No,US
607,SS1609019285444,character(0),overseaexpnum,Six or more experiences,US
608,SS1609019285444,character(0),firstlanguage,Yes,US
609,SS1609019285444,character(0),monolingual,"No, just English",US
610,SS1609019285444,character(0),targetlanguage,Yes,US
611,SS1609019285444,character(0),objectiveses,Four-/Five-year college Bachelor's degree,US
612,SS1609019285444,character(0),subjectiveses,8,US
613,SS1609038733525,character(0),zipcode,331,US
614,SS1609038733525,character(0),resimobinum,2,US
615,SS1609038733525,character(0),abroadexp,No,US
616,SS1609038733525,character(0),overseaexpnum,Two experiences,US
617,SS1609038733525,character(0),firstlanguage,Yes,US
618,SS1609038733525,character(0),monolingual,"Yes, I am multilingual",US
619,SS1609038733525,character(0),targetlanguage,No,US
620,SS1609038733525,character(0),objectiveses,"One or more years of college, no degree",US
621,SS1609038733525,character(0),subjectiveses,5,US
622,SS1609094228968,character(0),zipcode,54,US
623,SS1609094228968,character(0),resimobinum,1,US
624,SS1609094228968,character(0),abroadexp,No,US
625,SS1609094228968,character(0),overseaexpnum,Six or more experiences,US
626,SS1609094228968,character(0),firstlanguage,Yes,US
627,SS1609094228968,character(0),monolingual,"No, just English",US
628,SS1609094228968,character(0),targetlanguage,No,US
629,SS1609094228968,character(0),objectiveses,"One or more years of college, no degree",US
630,SS1609094228968,character(0),subjectiveses,7,US
631,SS1609116678756,character(0),zipcode,494,US
632,SS1609116678756,character(0),resimobinum,1,US
633,SS1609116678756,character(0),abroadexp,No,US
634,SS1609116678756,character(0),overseaexpnum,One experience,US
635,SS1609116678756,character(0),firstlanguage,Yes,US
636,SS1609116678756,character(0),monolingual,"No, just English",US
637,SS1609116678756,character(0),targetlanguage,Yes,US
638,SS1609116678756,character(0),objectiveses,"One or more years of college, no degree",US
639,SS1609116678756,character(0),subjectiveses,4,US
640,SS1609213660616,character(0),zipcode,840,US
641,SS1609213660616,character(0),resimobinum,1,US
642,SS1609213660616,character(0),abroadexp,No,US
643,SS1609213660616,character(0),overseaexpnum,Three to five experiences,US
644,SS1609213660616,character(0),firstlanguage,Yes,US
645,SS1609213660616,character(0),monolingual,"No, just English",US
646,SS1609213660616,character(0),targetlanguage,No,US
647,SS1609213660616,character(0),objectiveses,High school graduate/GED,US
648,SS1609213660616,character(0),subjectiveses,2,US
649,SS1609273135099,character(0),zipcode,927,US
650,SS1609273135099,character(0),resimobinum,3,US
651,SS1609273135099,character(0),abroadexp,No,US
652,SS1609273135099,character(0),overseaexpnum,Three to five experiences,US
653,SS1609273135099,character(0),firstlanguage,Yes,US
654,SS1609273135099,character(0),monolingual,"Yes, I am multilingual",US
655,SS1609273135099,character(0),targetlanguage,No,US
656,SS1609273135099,character(0),objectiveses,"One or more years of college, no degree",US
657,SS1609273135099,character(0),subjectiveses,7,US
658,SS1609275824977,character(0),zipcode,927,US
659,SS1609275824977,character(0),resimobinum,2,US
660,SS1609275824977,character(0),abroadexp,No,US
661,SS1609275824977,character(0),overseaexpnum,No experiences,US
662,SS1609275824977,character(0),firstlanguage,Yes,US
663,SS1609275824977,character(0),monolingual,"No, just English",US
664,SS1609275824977,character(0),targetlanguage,No,US
665,SS1609275824977,character(0),objectiveses,"One or more years of college, no degree",US
666,SS1609275824977,character(0),subjectiveses,7,US
667,SS1609422514703,character(0),zipcode,945,US
668,SS1609422514703,character(0),resimobinum,1,US
669,SS1609422514703,character(0),abroadexp,No,US
670,SS1609422514703,character(0),overseaexpnum,Six or more experiences,US
671,SS1609422514703,character(0),firstlanguage,Yes,US
672,SS1609422514703,character(0),monolingual,"Yes, I am multilingual",US
673,SS1609422514703,character(0),targetlanguage,Yes,US
674,SS1609422514703,character(0),objectiveses,High school graduate/GED,US
675,SS1609422514703,character(0),subjectiveses,6,US
676,SS1609540175257,character(0),zipcode,230,US
677,SS1609540175257,character(0),resimobinum,1,US
678,SS1609540175257,character(0),abroadexp,No,US
679,SS1609540175257,character(0),overseaexpnum,Six or more experiences,US
680,SS1609540175257,character(0),firstlanguage,Yes,US
681,SS1609540175257,character(0),monolingual,"No, just English",US
682,SS1609540175257,character(0),targetlanguage,No,US
683,SS1609540175257,character(0),objectiveses,"One or more years of college, no degree",US
684,SS1609540175257,character(0),subjectiveses,7,US
685,SS1609542930348,character(0),zipcode,940,US
686,SS1609542930348,character(0),resimobinum,1,US
687,SS1609542930348,character(0),abroadexp,No,US
688,SS1609542930348,character(0),overseaexpnum,Three to five experiences,US
689,SS1609542930348,character(0),firstlanguage,Yes,US
690,SS1609542930348,character(0),monolingual,"Yes, I am multilingual",US
691,SS1609542930348,character(0),targetlanguage,Yes,US
692,SS1609542930348,character(0),objectiveses,High school graduate/GED,US
693,SS1609542930348,character(0),subjectiveses,8,US
694,SS1609545235915,character(0),zipcode,951,US
695,SS1609545235915,character(0),resimobinum,2,US
696,SS1609545235915,character(0),abroadexp,No,US
697,SS1609545235915,character(0),overseaexpnum,Three to five experiences,US
698,SS1609545235915,character(0),firstlanguage,Yes,US
699,SS1609545235915,character(0),monolingual,"Yes, I am multilingual",US
700,SS1609545235915,character(0),targetlanguage,No,US
701,SS1609545235915,character(0),objectiveses,"One or more years of college, no degree",US
702,SS1609545235915,character(0),subjectiveses,7,US
703,SS1609790990010,character(0),zipcode,808,US
704,SS1609790990010,character(0),resimobinum,8,US
705,SS1609790990010,character(0),abroadexp,No,US
706,SS1609790990010,character(0),overseaexpnum,Six or more experiences,US
707,SS1609790990010,character(0),firstlanguage,Yes,US
708,SS1609790990010,character(0),monolingual,"Yes, I am multilingual",US
709,SS1609790990010,character(0),targetlanguage,No,US
710,SS1609790990010,character(0),objectiveses,Four-/Five-year college Bachelor's degree,US
711,SS1609790990010,character(0),subjectiveses,2,US
712,SS1609815670698,character(0),zipcode,958,US
713,SS1609815670698,character(0),resimobinum,2,US
714,SS1609815670698,character(0),abroadexp,No,US
715,SS1609815670698,character(0),overseaexpnum,Three to five experiences,US
716,SS1609815670698,character(0),firstlanguage,Yes,US
717,SS1609815670698,character(0),monolingual,"Yes, I am multilingual",US
718,SS1609815670698,character(0),targetlanguage,No,US
719,SS1609815670698,character(0),objectiveses,"One or more years of college, no degree",US
720,SS1609815670698,character(0),subjectiveses,6,US
721,SS1609866138497,character(0),zipcode,945,US
722,SS1609866138497,character(0),resimobinum,10,US
723,SS1609866138497,character(0),abroadexp,No,US
724,SS1609866138497,character(0),overseaexpnum,Six or more experiences,US
725,SS1609866138497,character(0),firstlanguage,Yes,US
726,SS1609866138497,character(0),monolingual,"No, just English",US
727,SS1609866138497,character(0),targetlanguage,Yes,US
728,SS1609866138497,character(0),objectiveses,At least some graduate school,US
729,SS1609866138497,character(0),subjectiveses,7,US
730,SS1609871022738,character(0),zipcode,,US
731,SS1609871022738,character(0),resimobinum,5,US
732,SS1609871022738,character(0),abroadexp,No,US
733,SS1609871022738,character(0),overseaexpnum,Six or more experiences,US
734,SS1609871022738,character(0),firstlanguage,Yes,US
735,SS1609871022738,character(0),monolingual,"Yes, I am multilingual",US
736,SS1609871022738,character(0),targetlanguage,Yes,US
737,SS1609871022738,character(0),objectiveses,At least some graduate school,US
738,SS1609871022738,character(0),subjectiveses,6,US
739,SS1609871316276,character(0),zipcode,943,US
740,SS1609871316276,character(0),resimobinum,3,US
741,SS1609871316276,character(0),abroadexp,No,US
742,SS1609871316276,character(0),overseaexpnum,Three to five experiences,US
743,SS1609871316276,character(0),firstlanguage,Yes,US
744,SS1609871316276,character(0),monolingual,"Yes, I am multilingual",US
745,SS1609871316276,character(0),targetlanguage,Yes,US
746,SS1609871316276,character(0),objectiveses,At least some graduate school,US
747,SS1609871316276,character(0),subjectiveses,7,US
748,SS1609872764219,character(0),zipcode,910,US
749,SS1609872764219,character(0),resimobinum,2,US
750,SS1609872764219,character(0),abroadexp,No,US
751,SS1609872764219,character(0),overseaexpnum,Three to five experiences,US
752,SS1609872764219,character(0),firstlanguage,Yes,US
