subject,culture,demog_question,demog_response
SS1651625504097,CN,selfeducation,四年/五年制大学本科学位
SS1651625504097,CN,stem_or_not,否
SS1651625504097,CN,which_regions,NA
SS1651629675682,CN,zipcode,
SS1651629675682,CN,resimobinum,9
SS1651629675682,CN,abroadexp,否
SS1651629675682,CN,overseaexpnum,一段国际经历
SS1651629675682,CN,firstlanguage,是
SS1651629675682,CN,monolingual,不，我只说中文
SS1651629675682,CN,targetlanguage,能
SS1651629675682,CN,lang_sp,3
SS1651629675682,CN,lang_ud,5
SS1651629675682,CN,subjectiveses,3
SS1651629675682,CN,currentcollege,否
SS1651629675682,CN,selfeducation,有过一些研究生经历
SS1651629675682,CN,stem_or_not,是
SS1651629675682,CN,which_regions,NA
SS1651631038398,CN,zipcode,211131
SS1651631038398,CN,resimobinum,天津河东区
SS1651631038398,CN,abroadexp,否
SS1651631038398,CN,overseaexpnum,没有国际经历
SS1651631038398,CN,firstlanguage,是
SS1651631038398,CN,monolingual,不，我只说中文
SS1651631038398,CN,targetlanguage,能
SS1651631038398,CN,lang_sp,3
SS1651631038398,CN,lang_ud,4
SS1651631038398,CN,subjectiveses,4
SS1651631038398,CN,currentcollege,是
SS1651631038398,CN,selfeducation,四年/五年制大学本科学位
SS1651631038398,CN,stem_or_not,否
SS1651631038398,CN,which_regions,NA
SS1651631374290,CN,zipcode,5166
SS1651631374290,CN,resimobinum,2
SS1651631374290,CN,abroadexp,否
SS1651631374290,CN,overseaexpnum,没有国际经历
SS1651631374290,CN,firstlanguage,是
SS1651631374290,CN,monolingual,不，我只说中文
SS1651631374290,CN,targetlanguage,能
SS1651631374290,CN,lang_sp,3
SS1651631374290,CN,lang_ud,2
SS1651631374290,CN,subjectiveses,5
SS1651631374290,CN,currentcollege,是
SS1651631374290,CN,selfeducation,四年/五年制大学本科学位
SS1651631374290,CN,stem_or_not,是
SS1651631374290,CN,which_regions,NA
SS1651632269384,CN,zipcode,2000
SS1651632269384,CN,resimobinum,3
SS1651632269384,CN,abroadexp,否
SS1651632269384,CN,overseaexpnum,一段国际经历
SS1651632269384,CN,firstlanguage,是
SS1651632269384,CN,monolingual,是，我是多语者
SS1651632269384,CN,targetlanguage,能
SS1651632269384,CN,lang_sp,10
SS1651632269384,CN,lang_ud,10
SS1651632269384,CN,subjectiveses,8
SS1651632269384,CN,currentcollege,是
SS1651632269384,CN,selfeducation,四年/五年制大学本科学位
SS1651632269384,CN,stem_or_not,是
SS1651632269384,CN,which_regions,NA
SS1651633449820,CN,zipcode,4590
SS1651633449820,CN,resimobinum,1
SS1651633449820,CN,abroadexp,否
SS1651633449820,CN,overseaexpnum,没有国际经历
SS1651633449820,CN,firstlanguage,是
SS1651633449820,CN,monolingual,不，我只说中文
SS1651633449820,CN,targetlanguage,不能
SS1651633449820,CN,lang_sp,NA
SS1651633449820,CN,lang_ud,NA
SS1651633449820,CN,subjectiveses,6
SS1651633449820,CN,currentcollege,否
SS1651633449820,CN,selfeducation,四年/五年制大学本科学位
SS1651633449820,CN,stem_or_not,是
SS1651633449820,CN,which_regions,NA
SS1651634616537,CN,zipcode,2002
SS1651634616537,CN,resimobinum,2
SS1651634616537,CN,abroadexp,否
SS1651634616537,CN,overseaexpnum,没有国际经历
SS1651634616537,CN,firstlanguage,是
SS1651634616537,CN,monolingual,是，我是多语者
SS1651634616537,CN,targetlanguage,能
SS1651634616537,CN,lang_sp,9
SS1651634616537,CN,lang_ud,9
SS1651634616537,CN,subjectiveses,6
SS1651634616537,CN,currentcollege,是
SS1651634616537,CN,selfeducation,四年/五年制大学本科学位
SS1651634616537,CN,stem_or_not,是
SS1651634616537,CN,which_regions,NA
SS1651634772197,CN,zipcode,2000
SS1651634772197,CN,resimobinum,6
SS1651634772197,CN,abroadexp,否
SS1651634772197,CN,overseaexpnum,没有国际经历
SS1651634772197,CN,firstlanguage,是
SS1651634772197,CN,monolingual,是，我是多语者
SS1651634772197,CN,targetlanguage,能
SS1651634772197,CN,lang_sp,6
SS1651634772197,CN,lang_ud,6
SS1651634772197,CN,subjectiveses,6
SS1651634772197,CN,currentcollege,是
SS1651634772197,CN,selfeducation,四年/五年制大学本科学位
SS1651634772197,CN,stem_or_not,是
SS1651634772197,CN,which_regions,NA
SS1651636059839,CN,zipcode,2000
SS1651636059839,CN,resimobinum,2
SS1651636059839,CN,abroadexp,否
SS1651636059839,CN,overseaexpnum,一段国际经历
SS1651636059839,CN,firstlanguage,是
SS1651636059839,CN,monolingual,是，我是多语者
SS1651636059839,CN,targetlanguage,能
SS1651636059839,CN,lang_sp,10
SS1651636059839,CN,lang_ud,10
SS1651636059839,CN,subjectiveses,9
SS1651636059839,CN,currentcollege,是
SS1651636059839,CN,selfeducation,四年/五年制大学本科学位
SS1651636059839,CN,stem_or_not,是
SS1651636059839,CN,which_regions,NA
SS1651637972613,CN,zipcode,0344
SS1651637972613,CN,resimobinum,5
SS1651637972613,CN,abroadexp,否
SS1651637972613,CN,overseaexpnum,没有国际经历
SS1651637972613,CN,firstlanguage,是
SS1651637972613,CN,monolingual,不，我只说中文
SS1651637972613,CN,targetlanguage,能
SS1651637972613,CN,lang_sp,6
SS1651637972613,CN,lang_ud,4
SS1651637972613,CN,subjectiveses,6
SS1651637972613,CN,currentcollege,是
SS1651637972613,CN,selfeducation,四年/五年制大学本科学位
SS1651637972613,CN,stem_or_not,是
SS1651637972613,CN,which_regions,NA
SS1651642739005,CN,zipcode,510000
SS1651642739005,CN,resimobinum,3
SS1651642739005,CN,abroadexp,否
SS1651642739005,CN,overseaexpnum,没有国际经历
SS1651642739005,CN,firstlanguage,是
SS1651642739005,CN,monolingual,不，我只说中文
SS1651642739005,CN,targetlanguage,能
SS1651642739005,CN,lang_sp,3
SS1651642739005,CN,lang_ud,4
SS1651642739005,CN,subjectiveses,5
SS1651642739005,CN,currentcollege,是
SS1651642739005,CN,selfeducation,四年/五年制大学本科学位
SS1651642739005,CN,stem_or_not,是
SS1651642739005,CN,which_regions,NA
SS1651644576691,CN,zipcode,7100
SS1651644576691,CN,resimobinum,2
SS1651644576691,CN,abroadexp,否
SS1651644576691,CN,overseaexpnum,没有国际经历
SS1651644576691,CN,firstlanguage,是
SS1651644576691,CN,monolingual,不，我只说中文
SS1651644576691,CN,targetlanguage,能
SS1651644576691,CN,lang_sp,5
SS1651644576691,CN,lang_ud,2
SS1651644576691,CN,subjectiveses,7
SS1651644576691,CN,currentcollege,是
SS1651644576691,CN,selfeducation,普通高中或职业高中毕业/高中等级学历
SS1651644576691,CN,stem_or_not,是
SS1651644576691,CN,which_regions,NA
SS1651645903803,CN,zipcode,5244
SS1651645903803,CN,resimobinum,6
SS1651645903803,CN,abroadexp,否
SS1651645903803,CN,overseaexpnum,没有国际经历
SS1651645903803,CN,firstlanguage,是
SS1651645903803,CN,monolingual,不，我只说中文
SS1651645903803,CN,targetlanguage,能
SS1651645903803,CN,lang_sp,5
SS1651645903803,CN,lang_ud,6
SS1651645903803,CN,subjectiveses,6
SS1651645903803,CN,currentcollege,是
SS1651645903803,CN,selfeducation,四年/五年制大学本科学位
SS1651645903803,CN,stem_or_not,是
SS1651645903803,CN,which_regions,NA
SS1651648364635,CN,zipcode,
SS1651648364635,CN,resimobinum,5
SS1651648364635,CN,abroadexp,否
SS1651648364635,CN,overseaexpnum,没有国际经历
SS1651648364635,CN,firstlanguage,是
SS1651648364635,CN,monolingual,不，我只说中文
SS1651648364635,CN,targetlanguage,能
SS1651648364635,CN,lang_sp,4
SS1651648364635,CN,lang_ud,6
SS1651648364635,CN,subjectiveses,3
SS1651648364635,CN,currentcollege,否
SS1651648364635,CN,selfeducation,有过一些研究生经历
SS1651648364635,CN,stem_or_not,否
SS1651648364635,CN,which_regions,NA
SS1651649525276,CN,zipcode,100000
SS1651649525276,CN,resimobinum,3
SS1651649525276,CN,abroadexp,否
SS1651649525276,CN,overseaexpnum,一段国际经历
SS1651649525276,CN,firstlanguage,是
SS1651649525276,CN,monolingual,不，我只说中文
SS1651649525276,CN,targetlanguage,能
SS1651649525276,CN,lang_sp,6
SS1651649525276,CN,lang_ud,6
SS1651649525276,CN,subjectiveses,7
SS1651649525276,CN,currentcollege,是
SS1651649525276,CN,selfeducation,四年/五年制大学本科学位
SS1651649525276,CN,stem_or_not,是
SS1651649525276,CN,which_regions,NA
SS1651652206023,CN,zipcode,2017
SS1651652206023,CN,resimobinum,3
SS1651652206023,CN,abroadexp,否
SS1651652206023,CN,overseaexpnum,没有国际经历
SS1651652206023,CN,firstlanguage,是
SS1651652206023,CN,monolingual,是，我是多语者
SS1651652206023,CN,targetlanguage,能
SS1651652206023,CN,lang_sp,2
SS1651652206023,CN,lang_ud,2
SS1651652206023,CN,subjectiveses,6
SS1651652206023,CN,currentcollege,是
SS1651652206023,CN,selfeducation,四年/五年制大学本科学位
SS1651652206023,CN,stem_or_not,否
SS1651652206023,CN,which_regions,NA
SS1651652979760,CN,zipcode,6155
SS1651652979760,CN,resimobinum,4
SS1651652979760,CN,abroadexp,否
SS1651652979760,CN,overseaexpnum,没有国际经历
SS1651652979760,CN,firstlanguage,是
SS1651652979760,CN,monolingual,不，我只说中文
SS1651652979760,CN,targetlanguage,能
SS1651652979760,CN,lang_sp,5
SS1651652979760,CN,lang_ud,8
SS1651652979760,CN,subjectiveses,4
SS1651652979760,CN,currentcollege,是
SS1651652979760,CN,selfeducation,四年/五年制大学本科学位
SS1651652979760,CN,stem_or_not,是
SS1651652979760,CN,which_regions,NA
SS1651654468673,CN,zipcode,4300
SS1651654468673,CN,resimobinum,2
SS1651654468673,CN,abroadexp,否
SS1651654468673,CN,overseaexpnum,没有国际经历
SS1651654468673,CN,firstlanguage,是
SS1651654468673,CN,monolingual,是，我是多语者
SS1651654468673,CN,targetlanguage,能
SS1651654468673,CN,lang_sp,7
SS1651654468673,CN,lang_ud,8
SS1651654468673,CN,subjectiveses,5
SS1651654468673,CN,currentcollege,是
SS1651654468673,CN,selfeducation,四年/五年制大学本科学位
SS1651654468673,CN,stem_or_not,否
SS1651654468673,CN,which_regions,NA
SS1651654992618,CN,zipcode,4575
SS1651654992618,CN,resimobinum,1
SS1651654992618,CN,abroadexp,否
SS1651654992618,CN,overseaexpnum,没有国际经历
SS1651654992618,CN,firstlanguage,是
SS1651654992618,CN,monolingual,是，我是多语者
SS1651654992618,CN,targetlanguage,能
SS1651654992618,CN,lang_sp,5
SS1651654992618,CN,lang_ud,6
SS1651654992618,CN,subjectiveses,4
SS1651654992618,CN,currentcollege,是
SS1651654992618,CN,selfeducation,四年/五年制大学本科学位
SS1651654992618,CN,stem_or_not,是
SS1651654992618,CN,which_regions,NA
SS1651655612985,CN,zipcode,0344
SS1651655612985,CN,resimobinum,6
SS1651655612985,CN,abroadexp,否
SS1651655612985,CN,overseaexpnum,没有国际经历
SS1651655612985,CN,firstlanguage,是
SS1651655612985,CN,monolingual,不，我只说中文
SS1651655612985,CN,targetlanguage,能
SS1651655612985,CN,lang_sp,7
SS1651655612985,CN,lang_ud,6
SS1651655612985,CN,subjectiveses,7
SS1651655612985,CN,currentcollege,是
SS1651655612985,CN,selfeducation,四年/五年制大学本科学位
SS1651655612985,CN,stem_or_not,是
SS1651655612985,CN,which_regions,NA
SS1651660777144,CN,zipcode,3380
SS1651660777144,CN,resimobinum,3
SS1651660777144,CN,abroadexp,否
SS1651660777144,CN,overseaexpnum,没有国际经历
SS1651660777144,CN,firstlanguage,是
SS1651660777144,CN,monolingual,不，我只说中文
SS1651660777144,CN,targetlanguage,能
SS1651660777144,CN,lang_sp,3
SS1651660777144,CN,lang_ud,1
SS1651660777144,CN,subjectiveses,6
SS1651660777144,CN,currentcollege,是
SS1651660777144,CN,selfeducation,四年/五年制大学本科学位
SS1651660777144,CN,stem_or_not,是
SS1651660777144,CN,which_regions,NA
SS1651661370426,CN,zipcode,4170
SS1651661370426,CN,resimobinum,3
SS1651661370426,CN,abroadexp,否
SS1651661370426,CN,overseaexpnum,没有国际经历
SS1651661370426,CN,firstlanguage,是
SS1651661370426,CN,monolingual,不，我只说中文
SS1651661370426,CN,targetlanguage,不能
SS1651661370426,CN,lang_sp,NA
SS1651661370426,CN,lang_ud,NA
SS1651661370426,CN,subjectiveses,4
SS1651661370426,CN,currentcollege,是
SS1651661370426,CN,selfeducation,四年/五年制大学本科学位
SS1651661370426,CN,stem_or_not,否
SS1651661370426,CN,which_regions,NA
SS1651662575870,CN,zipcode,4500
SS1651662575870,CN,resimobinum,6
SS1651662575870,CN,abroadexp,否
SS1651662575870,CN,overseaexpnum,没有国际经历
SS1651662575870,CN,firstlanguage,是
SS1651662575870,CN,monolingual,不，我只说中文
SS1651662575870,CN,targetlanguage,能
SS1651662575870,CN,lang_sp,1
SS1651662575870,CN,lang_ud,2
SS1651662575870,CN,subjectiveses,4
SS1651662575870,CN,currentcollege,否
SS1651662575870,CN,selfeducation,大专学历
SS1651662575870,CN,stem_or_not,是
SS1651662575870,CN,which_regions,NA
SS1651663394470,CN,zipcode,
SS1651663394470,CN,resimobinum,1
SS1651663394470,CN,abroadexp,否
SS1651663394470,CN,overseaexpnum,一段国际经历
SS1651663394470,CN,firstlanguage,是
SS1651663394470,CN,monolingual,不，我只说中文
SS1651663394470,CN,targetlanguage,能
SS1651663394470,CN,lang_sp,8
SS1651663394470,CN,lang_ud,7
SS1651663394470,CN,subjectiveses,7
SS1651663394470,CN,currentcollege,是
SS1651663394470,CN,selfeducation,四年/五年制大学本科学位
SS1651663394470,CN,stem_or_not,是
SS1651663394470,CN,which_regions,NA
SS1651664105704,CN,zipcode,3003
SS1651664105704,CN,resimobinum,3
SS1651664105704,CN,abroadexp,否
SS1651664105704,CN,overseaexpnum,一段国际经历
SS1651664105704,CN,firstlanguage,是
SS1651664105704,CN,monolingual,不，我只说中文
SS1651664105704,CN,targetlanguage,能
SS1651664105704,CN,lang_sp,4
SS1651664105704,CN,lang_ud,5
SS1651664105704,CN,subjectiveses,6
SS1651664105704,CN,currentcollege,否
SS1651664105704,CN,selfeducation,有过一些研究生经历
SS1651664105704,CN,stem_or_not,否
SS1651664105704,CN,which_regions,NA
SS1651665034176,CN,zipcode,0300
SS1651665034176,CN,resimobinum,4
SS1651665034176,CN,abroadexp,否
SS1651665034176,CN,overseaexpnum,没有国际经历
SS1651665034176,CN,firstlanguage,是
SS1651665034176,CN,monolingual,不，我只说中文
SS1651665034176,CN,targetlanguage,能
SS1651665034176,CN,lang_sp,2
SS1651665034176,CN,lang_ud,1
SS1651665034176,CN,subjectiveses,2
SS1651665034176,CN,currentcollege,是
SS1651665034176,CN,selfeducation,四年/五年制大学本科学位
SS1651665034176,CN,stem_or_not,是
SS1651665034176,CN,which_regions,NA
SS1651666650135,CN,zipcode,0300
SS1651666650135,CN,resimobinum,3
SS1651666650135,CN,abroadexp,否
SS1651666650135,CN,overseaexpnum,没有国际经历
SS1651666650135,CN,firstlanguage,是
SS1651666650135,CN,monolingual,不，我只说中文
SS1651666650135,CN,targetlanguage,能
SS1651666650135,CN,lang_sp,3
SS1651666650135,CN,lang_ud,2
SS1651666650135,CN,subjectiveses,6
SS1651666650135,CN,currentcollege,是
SS1651666650135,CN,selfeducation,四年/五年制大学本科学位
SS1651666650135,CN,stem_or_not,是
SS1651666650135,CN,which_regions,NA
SS1651669607417,CN,zipcode,0300
SS1651669607417,CN,resimobinum,3
SS1651669607417,CN,abroadexp,否
SS1651669607417,CN,overseaexpnum,没有国际经历
SS1651669607417,CN,firstlanguage,是
SS1651669607417,CN,monolingual,不，我只说中文
SS1651669607417,CN,targetlanguage,能
SS1651669607417,CN,lang_sp,6
SS1651669607417,CN,lang_ud,4
SS1651669607417,CN,subjectiveses,6
SS1651669607417,CN,currentcollege,是
SS1651669607417,CN,selfeducation,一年或多年大学教育，无学位
SS1651669607417,CN,stem_or_not,是
SS1651669607417,CN,which_regions,NA
SS1651669856701,CN,zipcode,0300
SS1651669856701,CN,resimobinum,4
SS1651669856701,CN,abroadexp,否
SS1651669856701,CN,overseaexpnum,没有国际经历
SS1651669856701,CN,firstlanguage,是
SS1651669856701,CN,monolingual,是，我是多语者
SS1651669856701,CN,targetlanguage,能
SS1651669856701,CN,lang_sp,1
SS1651669856701,CN,lang_ud,2
SS1651669856701,CN,subjectiveses,4
SS1651669856701,CN,currentcollege,是
SS1651669856701,CN,selfeducation,四年/五年制大学本科学位
SS1651669856701,CN,stem_or_not,是
SS1651669856701,CN,which_regions,NA
SS1651672824225,CN,zipcode,641000
SS1651672824225,CN,resimobinum,4
SS1651672824225,CN,abroadexp,否
SS1651672824225,CN,overseaexpnum,没有国际经历
SS1651672824225,CN,firstlanguage,是
SS1651672824225,CN,monolingual,不，我只说中文
SS1651672824225,CN,targetlanguage,能
SS1651672824225,CN,lang_sp,3
SS1651672824225,CN,lang_ud,3
SS1651672824225,CN,subjectiveses,4
SS1651672824225,CN,currentcollege,是
SS1651672824225,CN,selfeducation,四年/五年制大学本科学位
SS1651672824225,CN,stem_or_not,是
SS1651672824225,CN,which_regions,NA
SS1651674999028,CN,zipcode,4500
SS1651674999028,CN,resimobinum,6
SS1651674999028,CN,abroadexp,否
SS1651674999028,CN,overseaexpnum,没有国际经历
SS1651674999028,CN,firstlanguage,是
SS1651674999028,CN,monolingual,不，我只说中文
SS1651674999028,CN,targetlanguage,不能
SS1651674999028,CN,lang_sp,NA
SS1651674999028,CN,lang_ud,NA
SS1651674999028,CN,subjectiveses,6
SS1651674999028,CN,currentcollege,否
SS1651674999028,CN,selfeducation,大专学历
SS1651674999028,CN,stem_or_not,是
SS1651674999028,CN,which_regions,NA
SS1651675575564,CN,zipcode,5100
SS1651675575564,CN,resimobinum,3个
SS1651675575564,CN,abroadexp,否
SS1651675575564,CN,overseaexpnum,没有国际经历
SS1651675575564,CN,firstlanguage,是
SS1651675575564,CN,monolingual,不，我只说中文
SS1651675575564,CN,targetlanguage,能
SS1651675575564,CN,lang_sp,5
SS1651675575564,CN,lang_ud,6
SS1651675575564,CN,subjectiveses,3
SS1651675575564,CN,currentcollege,否
SS1651675575564,CN,selfeducation,有过一些研究生经历
SS1651675575564,CN,stem_or_not,是
SS1651675575564,CN,which_regions,NA
SS1651675739437,CN,zipcode,
SS1651675739437,CN,resimobinum,2
SS1651675739437,CN,abroadexp,否
SS1651675739437,CN,overseaexpnum,一段国际经历
SS1651675739437,CN,firstlanguage,是
SS1651675739437,CN,monolingual,是，我是多语者
SS1651675739437,CN,targetlanguage,能
SS1651675739437,CN,lang_sp,6
SS1651675739437,CN,lang_ud,5
SS1651675739437,CN,subjectiveses,5
SS1651675739437,CN,currentcollege,否
SS1651675739437,CN,selfeducation,有过一些研究生经历
SS1651675739437,CN,stem_or_not,否
SS1651675739437,CN,which_regions,NA
SS1651682617757,CN,zipcode,1000
SS1651682617757,CN,resimobinum,4
SS1651682617757,CN,abroadexp,否
SS1651682617757,CN,overseaexpnum,没有国际经历
SS1651682617757,CN,firstlanguage,是
SS1651682617757,CN,monolingual,不，我只说中文
SS1651682617757,CN,targetlanguage,能
SS1651682617757,CN,lang_sp,2
SS1651682617757,CN,lang_ud,6
SS1651682617757,CN,subjectiveses,5
SS1651682617757,CN,currentcollege,否
SS1651682617757,CN,selfeducation,有过一些研究生经历
SS1651682617757,CN,stem_or_not,否
SS1651682617757,CN,which_regions,NA
SS1651705155608,CN,zipcode,3512
SS1651705155608,CN,resimobinum,1
SS1651705155608,CN,abroadexp,否
SS1651705155608,CN,overseaexpnum,没有国际经历
SS1651705155608,CN,firstlanguage,是
SS1651705155608,CN,monolingual,不，我只说中文
SS1651705155608,CN,targetlanguage,能
SS1651705155608,CN,lang_sp,2
SS1651705155608,CN,lang_ud,3
SS1651705155608,CN,subjectiveses,4
SS1651705155608,CN,currentcollege,否
SS1651705155608,CN,selfeducation,大专学历
SS1651705155608,CN,stem_or_not,是
SS1651705155608,CN,which_regions,NA
SS1651713128281,CN,zipcode,6100
SS1651713128281,CN,resimobinum,4
SS1651713128281,CN,abroadexp,否
SS1651713128281,CN,overseaexpnum,两段国际经历
