subject,which_regions,demog_question,demog_response,culture
SS1608839691941,Africa,overseaexpnum,Two experiences,US
SS1608839691941,Africa,firstlanguage,No,US
SS1608839691941,Africa,monolingual,"Yes, I am multilingual",US
SS1608839691941,Africa,targetlanguage,No,US
SS1608839691941,Africa,objectiveses,High school graduate/GED,US
SS1608839691941,Africa,subjectiveses,4,US
SS1608840412635,character(0),zipcode,993,US
SS1608840412635,character(0),resimobinum,5,US
SS1608840412635,character(0),abroadexp,No,US
SS1608840412635,character(0),overseaexpnum,No experiences,US
SS1608840412635,character(0),firstlanguage,Yes,US
SS1608840412635,character(0),monolingual,"No, just English",US
SS1608840412635,character(0),targetlanguage,No,US
SS1608840412635,character(0),objectiveses,"One or more years of college, no degree",US
SS1608840412635,character(0),subjectiveses,3,US
SS1608842254932,character(0),zipcode,605,US
SS1608842254932,character(0),resimobinum,4,US
SS1608842254932,character(0),abroadexp,No,US
SS1608842254932,character(0),overseaexpnum,Six or more experiences,US
SS1608842254932,character(0),firstlanguage,Yes,US
SS1608842254932,character(0),monolingual,"Yes, I am multilingual",US
SS1608842254932,character(0),targetlanguage,Yes,US
SS1608842254932,character(0),objectiveses,High school graduate/GED,US
SS1608842254932,character(0),subjectiveses,7,US
SS1608843808592,character(0),zipcode,945,US
SS1608843808592,character(0),resimobinum,1,US
SS1608843808592,character(0),abroadexp,No,US
SS1608843808592,character(0),overseaexpnum,Two experiences,US
SS1608843808592,character(0),firstlanguage,Yes,US
SS1608843808592,character(0),monolingual,"No, just English",US
SS1608843808592,character(0),targetlanguage,No,US
SS1608843808592,character(0),objectiveses,High school graduate/GED,US
SS1608843808592,character(0),subjectiveses,7,US
SS1608844365620,"c(""North America"", ""Asia"")",zipcode,974,US
SS1608844365620,"c(""North America"", ""Asia"")",resimobinum,3,US
SS1608844365620,"c(""North America"", ""Asia"")",abroadexp,Yes,US
SS1608844365620,"c(""North America"", ""Asia"")",overseaexpnum,Three to five experiences,US
SS1608844365620,"c(""North America"", ""Asia"")",firstlanguage,Yes,US
SS1608844365620,"c(""North America"", ""Asia"")",monolingual,"Yes, I am multilingual",US
SS1608844365620,"c(""North America"", ""Asia"")",targetlanguage,No,US
SS1608844365620,"c(""North America"", ""Asia"")",objectiveses,Four-/Five-year college Bachelor's degree,US
SS1608844365620,"c(""North America"", ""Asia"")",subjectiveses,5,US
SS1608846102155,character(0),zipcode,904,US
SS1608846102155,character(0),resimobinum,2,US
SS1608846102155,character(0),abroadexp,No,US
SS1608846102155,character(0),overseaexpnum,Three to five experiences,US
SS1608846102155,character(0),firstlanguage,Yes,US
SS1608846102155,character(0),monolingual,"No, just English",US
SS1608846102155,character(0),targetlanguage,No,US
SS1608846102155,character(0),objectiveses,Four-/Five-year college Bachelor's degree,US
SS1608846102155,character(0),subjectiveses,6,US
SS1608850322225,character(0),zipcode,981,US
SS1608850322225,character(0),resimobinum,2,US
SS1608850322225,character(0),abroadexp,No,US
SS1608850322225,character(0),overseaexpnum,Three to five experiences,US
SS1608850322225,character(0),firstlanguage,Yes,US
SS1608850322225,character(0),monolingual,"Yes, I am multilingual",US
SS1608850322225,character(0),targetlanguage,Yes,US
SS1608850322225,character(0),objectiveses,"One or more years of college, no degree",US
SS1608850322225,character(0),subjectiveses,7,US
SS1608853349801,character(0),zipcode,853,US
SS1608853349801,character(0),resimobinum,1,US
SS1608853349801,character(0),abroadexp,No,US
SS1608853349801,character(0),overseaexpnum,Three to five experiences,US
SS1608853349801,character(0),firstlanguage,Yes,US
SS1608853349801,character(0),monolingual,"Yes, I am multilingual",US
SS1608853349801,character(0),targetlanguage,No,US
SS1608853349801,character(0),objectiveses,High school graduate/GED,US
SS1608853349801,character(0),subjectiveses,4,US
SS1608858288834,character(0),zipcode,680,US
SS1608858288834,character(0),resimobinum,2,US
SS1608858288834,character(0),abroadexp,No,US
SS1608858288834,character(0),overseaexpnum,Three to five experiences,US
SS1608858288834,character(0),firstlanguage,No,US
SS1608858288834,character(0),monolingual,"No, just English",US
SS1608858288834,character(0),targetlanguage,Yes,US
SS1608858288834,character(0),objectiveses,"One or more years of college, no degree",US
SS1608858288834,character(0),subjectiveses,8,US
SS1608863463604,character(0),zipcode,480,US
SS1608863463604,character(0),resimobinum,2,US
SS1608863463604,character(0),abroadexp,No,US
SS1608863463604,character(0),overseaexpnum,Three to five experiences,US
SS1608863463604,character(0),firstlanguage,Yes,US
SS1608863463604,character(0),monolingual,"Yes, I am multilingual",US
SS1608863463604,character(0),targetlanguage,Yes,US
SS1608863463604,character(0),objectiveses,At least some graduate school,US
SS1608863463604,character(0),subjectiveses,7,US
SS1608863916558,"c(""North America"", ""Asia"")",zipcode,,US
SS1608863916558,"c(""North America"", ""Asia"")",resimobinum,3,US
SS1608863916558,"c(""North America"", ""Asia"")",abroadexp,Yes,US
SS1608863916558,"c(""North America"", ""Asia"")",overseaexpnum,Six or more experiences,US
SS1608863916558,"c(""North America"", ""Asia"")",firstlanguage,Yes,US
SS1608863916558,"c(""North America"", ""Asia"")",monolingual,"Yes, I am multilingual",US
SS1608863916558,"c(""North America"", ""Asia"")",targetlanguage,No,US
SS1608863916558,"c(""North America"", ""Asia"")",objectiveses,At least some graduate school,US
SS1608863916558,"c(""North America"", ""Asia"")",subjectiveses,7,US
SS1608882192490,character(0),zipcode,972,US
SS1608882192490,character(0),resimobinum,0,US
SS1608882192490,character(0),abroadexp,No,US
SS1608882192490,character(0),overseaexpnum,Six or more experiences,US
SS1608882192490,character(0),firstlanguage,Yes,US
SS1608882192490,character(0),monolingual,"Yes, I am multilingual",US
SS1608882192490,character(0),targetlanguage,No,US
SS1608882192490,character(0),objectiveses,"One or more years of college, no degree",US
SS1608882192490,character(0),subjectiveses,6,US
SS1608892981654,"c(""North America"", ""Australia"")",zipcode,na,US
SS1608892981654,"c(""North America"", ""Australia"")",resimobinum,4,US
SS1608892981654,"c(""North America"", ""Australia"")",abroadexp,Yes,US
SS1608892981654,"c(""North America"", ""Australia"")",overseaexpnum,Six or more experiences,US
SS1608892981654,"c(""North America"", ""Australia"")",firstlanguage,Yes,US
SS1608892981654,"c(""North America"", ""Australia"")",monolingual,"Yes, I am multilingual",US
SS1608892981654,"c(""North America"", ""Australia"")",targetlanguage,Yes,US
SS1608892981654,"c(""North America"", ""Australia"")",objectiveses,High school graduate/GED,US
SS1608892981654,"c(""North America"", ""Australia"")",subjectiveses,7,US
SS1608962227801,character(0),zipcode,933,US
SS1608962227801,character(0),resimobinum,3,US
SS1608962227801,character(0),abroadexp,No,US
SS1608962227801,character(0),overseaexpnum,One experience,US
SS1608962227801,character(0),firstlanguage,Yes,US
SS1608962227801,character(0),monolingual,"Yes, I am multilingual",US
SS1608962227801,character(0),targetlanguage,No,US
SS1608962227801,character(0),objectiveses,"One or more years of college, no degree",US
SS1608962227801,character(0),subjectiveses,3,US
SS1608967838850,character(0),zipcode,606,US
SS1608967838850,character(0),resimobinum,2,US
SS1608967838850,character(0),abroadexp,No,US
SS1608967838850,character(0),overseaexpnum,Three to five experiences,US
SS1608967838850,character(0),firstlanguage,Yes,US
SS1608967838850,character(0),monolingual,"No, just English",US
SS1608967838850,character(0),targetlanguage,No,US
SS1608967838850,character(0),objectiveses,"One or more years of college, no degree",US
SS1608967838850,character(0),subjectiveses,9,US
SS1608994545018,character(0),zipcode,064,US
SS1608994545018,character(0),resimobinum,10,US
SS1608994545018,character(0),abroadexp,No,US
SS1608994545018,character(0),overseaexpnum,Six or more experiences,US
SS1608994545018,character(0),firstlanguage,Yes,US
SS1608994545018,character(0),monolingual,"No, just English",US
SS1608994545018,character(0),targetlanguage,Yes,US
SS1608994545018,character(0),objectiveses,"One or more years of college, no degree",US
SS1608994545018,character(0),subjectiveses,9,US
SS1608999598751,character(0),zipcode,502,US
SS1608999598751,character(0),resimobinum,3,US
SS1608999598751,character(0),abroadexp,No,US
SS1608999598751,character(0),overseaexpnum,No experiences,US
SS1608999598751,character(0),firstlanguage,Yes,US
SS1608999598751,character(0),monolingual,"No, just English",US
SS1608999598751,character(0),targetlanguage,No,US
SS1608999598751,character(0),objectiveses,High school graduate/GED,US
SS1608999598751,character(0),subjectiveses,6,US
SS1609003293575,character(0),zipcode,678,US
SS1609003293575,character(0),resimobinum,3,US
SS1609003293575,character(0),abroadexp,No,US
SS1609003293575,character(0),overseaexpnum,No experiences,US
SS1609003293575,character(0),firstlanguage,No,US
SS1609003293575,character(0),monolingual,"Yes, I am multilingual",US
SS1609003293575,character(0),targetlanguage,No,US
SS1609003293575,character(0),objectiveses,"One or more years of college, no degree",US
SS1609003293575,character(0),subjectiveses,5,US
SS1609018219931,character(0),zipcode,945,US
SS1609018219931,character(0),resimobinum,1,US
SS1609018219931,character(0),abroadexp,No,US
SS1609018219931,character(0),overseaexpnum,Two experiences,US
SS1609018219931,character(0),firstlanguage,Yes,US
SS1609018219931,character(0),monolingual,"Yes, I am multilingual",US
SS1609018219931,character(0),targetlanguage,Yes,US
SS1609018219931,character(0),objectiveses,High school graduate/GED,US
SS1609018219931,character(0),subjectiveses,4,US
SS1609018845974,character(0),zipcode,981,US
SS1609018845974,character(0),resimobinum,2,US
SS1609018845974,character(0),abroadexp,No,US
SS1609018845974,character(0),overseaexpnum,Six or more experiences,US
SS1609018845974,character(0),firstlanguage,No,US
SS1609018845974,character(0),monolingual,"Yes, I am multilingual",US
SS1609018845974,character(0),targetlanguage,No,US
SS1609018845974,character(0),objectiveses,"One or more years of college, no degree",US
SS1609018845974,character(0),subjectiveses,4,US
SS1609019254082,character(0),zipcode,117,US
SS1609019254082,character(0),resimobinum,2,US
SS1609019254082,character(0),abroadexp,No,US
SS1609019254082,character(0),overseaexpnum,One experience,US
SS1609019254082,character(0),firstlanguage,Yes,US
SS1609019254082,character(0),monolingual,"No, just English",US
SS1609019254082,character(0),targetlanguage,No,US
SS1609019254082,character(0),objectiveses,High school graduate/GED,US
SS1609019254082,character(0),subjectiveses,7,US
SS1609019285444,character(0),zipcode,943,US
SS1609019285444,character(0),resimobinum,2,US
SS1609019285444,character(0),abroadexp,No,US
SS1609019285444,character(0),overseaexpnum,Six or more experiences,US
SS1609019285444,character(0),firstlanguage,Yes,US
SS1609019285444,character(0),monolingual,"No, just English",US
SS1609019285444,character(0),targetlanguage,Yes,US
SS1609019285444,character(0),objectiveses,Four-/Five-year college Bachelor's degree,US
SS1609019285444,character(0),subjectiveses,8,US
SS1609038733525,character(0),zipcode,331,US
SS1609038733525,character(0),resimobinum,2,US
SS1609038733525,character(0),abroadexp,No,US
SS1609038733525,character(0),overseaexpnum,Two experiences,US
SS1609038733525,character(0),firstlanguage,Yes,US
SS1609038733525,character(0),monolingual,"Yes, I am multilingual",US
SS1609038733525,character(0),targetlanguage,No,US
SS1609038733525,character(0),objectiveses,"One or more years of college, no degree",US
SS1609038733525,character(0),subjectiveses,5,US
SS1609094228968,character(0),zipcode,054,US
SS1609094228968,character(0),resimobinum,1,US
SS1609094228968,character(0),abroadexp,No,US
SS1609094228968,character(0),overseaexpnum,Six or more experiences,US
SS1609094228968,character(0),firstlanguage,Yes,US
SS1609094228968,character(0),monolingual,"No, just English",US
SS1609094228968,character(0),targetlanguage,No,US
SS1609094228968,character(0),objectiveses,"One or more years of college, no degree",US
SS1609094228968,character(0),subjectiveses,7,US
SS1609116678756,character(0),zipcode,494,US
SS1609116678756,character(0),resimobinum,1,US
SS1609116678756,character(0),abroadexp,No,US
SS1609116678756,character(0),overseaexpnum,One experience,US
SS1609116678756,character(0),firstlanguage,Yes,US
SS1609116678756,character(0),monolingual,"No, just English",US
SS1609116678756,character(0),targetlanguage,Yes,US
SS1609116678756,character(0),objectiveses,"One or more years of college, no degree",US
SS1609116678756,character(0),subjectiveses,4,US
SS1609137272097,"c(""North America"", ""Asia"")",zipcode,906,US
SS1609137272097,"c(""North America"", ""Asia"")",resimobinum,4,US
SS1609137272097,"c(""North America"", ""Asia"")",abroadexp,Yes,US
SS1609137272097,"c(""North America"", ""Asia"")",overseaexpnum,Two experiences,US
SS1609137272097,"c(""North America"", ""Asia"")",firstlanguage,Yes,US
SS1609137272097,"c(""North America"", ""Asia"")",monolingual,"Yes, I am multilingual",US
SS1609137272097,"c(""North America"", ""Asia"")",targetlanguage,No,US
SS1609137272097,"c(""North America"", ""Asia"")",objectiveses,Two-year college degree/vocational school,US
SS1609137272097,"c(""North America"", ""Asia"")",subjectiveses,4,US
SS1609213660616,character(0),zipcode,840,US
SS1609213660616,character(0),resimobinum,1,US
SS1609213660616,character(0),abroadexp,No,US
SS1609213660616,character(0),overseaexpnum,Three to five experiences,US
SS1609213660616,character(0),firstlanguage,Yes,US
SS1609213660616,character(0),monolingual,"No, just English",US
SS1609213660616,character(0),targetlanguage,No,US
SS1609213660616,character(0),objectiveses,High school graduate/GED,US
SS1609213660616,character(0),subjectiveses,2,US
SS1609273135099,character(0),zipcode,927,US
SS1609273135099,character(0),resimobinum,3,US
SS1609273135099,character(0),abroadexp,No,US
SS1609273135099,character(0),overseaexpnum,Three to five experiences,US
SS1609273135099,character(0),firstlanguage,Yes,US
SS1609273135099,character(0),monolingual,"Yes, I am multilingual",US
SS1609273135099,character(0),targetlanguage,No,US
SS1609273135099,character(0),objectiveses,"One or more years of college, no degree",US
SS1609273135099,character(0),subjectiveses,7,US
