subject,culture,prompt,response,correct,coder
SS1651679448134,US,Description1,The height of the helicopter,1,abc
SS1651679534071,US,Description1,the location of the helicopter changes,1,abc
SS1651679569580,US,Description1,position of helicopter,1,abc
SS1651679629301,US,Description1,helicopter ascends,1,abc
SS1651679984067,US,Description1,helicopter moving up and down,1,abc
SS1651680129189,US,Description1,helicopter moved,1,abc
SS1651680530568,US,Description1,missing propeller ,1,abc
SS1651680818305,US,Description1,helicopter height,1,abc
SS1651680994828,US,Description1,The helicopter is lower,1,abc
SS1651681877580,US,Description1,helicopter moves higher,1,abc
SS1651682805154,US,Description1,jet engine changed shape,1,abc
SS1651687447221,US,Description1,the little orange airplane and its location,1,abc
SS1651689857645,US,Description1,unknown,0,abc
SS1651690446636,US,Description1,helicopter moves,1,abc
SS1651690626669,US,Description1,the small plane changes positions on the asphalt,1,abc
SS1651690672320,US,Description1,The position of the copter is different.,1,abc
SS1651690674639,US,Description1,position of helicopter,1,abc
SS1651690678231,US,Description1,helicopter moving,1,abc
SS1651690678388,US,Description1,The small yellow helicopter moves up and down in the foreground of this picture from one frame to the next.,1,abc
SS1651690681690,US,Description1,helicopter height,1,abc
SS1651690683219,US,Description1,The helicopter is closer to the ground and yellow line in one of the pictures.,1,abc
SS1651690685286,US,Description1,There is something covering part of the man in one picture,1,abc
SS1651690687499,US,Description1,helicopter higher/lower,1,abc
SS1651690687538,US,Description1,chopper on ground or not,1,abc
SS1651690691047,US,Description1,"The engine on the large plain was partially cut off, and the helicopter changed positions ",1,abc
SS1651690691327,US,Description1,height of helicopter,1,abc
SS1651690698980,US,Description1,helicopter,1,abc
SS1651690706045,US,Description1,helicopter in different position,1,abc
SS1651690707343,US,Description1,location of helicopter ,1,abc
SS1651690707467,US,Description1,helicopter moves down,1,abc
SS1651690708015,US,Description1,helicopter is positioned differently,1,abc
SS1651690711805,US,Description1,Position of the bottom plane,1,abc
SS1651690714289,US,Description1,the helicopter is in different locations ,1,abc
SS1651690719363,US,Description1,the helicopter is higher in one picture,1,abc
SS1651690719510,US,Description1,helicopter propeller is closer,1,abc
SS1651690723933,US,Description1,position of the helicopter,1,abc
SS1651690727662,US,Description1,The helicopter is higher/farther above the line in one picture.,1,abc
SS1651690727759,US,Description1,position of the helicopter,1,abc
SS1651690729593,US,Description1,The helicopter moves up,1,abc
SS1651690730467,US,Description1,the yellow helicopter is shifting,1,abc
SS1651690731537,US,Description1,The helicoptor is closer to the ground.,1,abc
SS1651690732177,US,Description1,blades on the helicopter,1,abc
SS1651690735020,US,Description1,helicopter moves,1,abc
SS1651690735532,US,Description1,The helicopter moved closer to the plane,1,abc
SS1651690737808,US,Description1,the helicopter moved up and down.,1,abc
SS1651690740366,US,Description1,"The bottom ""feet"" of the helicopter is closer to the yellow line on the ground.  ",1,abc
SS1651690741486,US,Description1,helicopter has risen in the frame,1,abc
SS1651690741942,US,Description1,Movement of the yellow plane.,1,abc
SS1651690743939,US,Description1,The helicopter moved up,1,abc
SS1651690748106,US,Description1,the height of the helicopter ,1,abc
SS1651690758188,US,Description1,position of helicopter changed,1,abc
SS1651690762770,US,Description1,The helicopter is higher,1,abc
SS1651690768899,US,Description1,"The position of the helicopter is lower in one picture, and higher in the other.",1,abc
SS1651690793463,US,Description1,a helicopter and a jet work different,0,abc
SS1651690802568,US,Description1,Position of the helicopter changes.,1,abc
SS1651690810190,US,Description1,plane shadow,1,abc
SS1651690858692,US,Description1,helicopter height,1,abc
SS1651690873357,US,Description1,unknown,0,abc
SS1651690892118,US,Description1,The helicopter in the front is changing positions slightly.,1,abc
SS1651690898679,US,Description1,helicopter moves  and it blades spins.,1,abc
SS1651690926515,US,Description1,"The helicopter is lower to the ground, then a little higher ",1,abc
SS1651690932141,US,Description1,helicopter height,1,abc
SS1651690949027,US,Description1,Helicopter position,1,abc
SS1651691043519,US,Description1,The helicopter is lower,1,abc
SS1651691175620,US,Description1,Helicopter is lower in one of the images,1,abc
SS1651691207769,US,Description1,Helicopter position changes,1,abc
SS1651691673018,US,Description1,The position of the helicopter moves,1,abc
SS1651692016531,US,Description1,helicopter is lower in one,1,abc
SS1651692160397,US,Description1,helicopter goes up and donw,1,abc
SS1651694070275,US,Description1,unknown,0,abc
SS1651697396411,US,Description1,helicopter position,1,abc
SS1651868487521,US,Description1,the small helicopter was rising and falling ,1,abc
SS1651868699067,US,Description1,The helicopter is higher in one image than the other,1,abc
SS1651868701012,US,Description1,moving helicopter,1,abc
SS1651868705438,US,Description1,There is a black bar located at different position on the person near the airplane on the left. ,1,abc
SS1651868707186,US,Description1,The height of the yellow helicopter changes from higher to lower.,1,abc
SS1651868708760,US,Description1,the helicopter is a little higher,1,abc
SS1651868710355,US,Description1,the helicopter isn't in the same place in the pictures,1,abc
SS1651868712524,US,Description1,The helicopter shifts positions.,1,abc
SS1651868713554,US,Description1,unknown,0,abc
SS1651868714312,US,Description1,The elevation of the really tiny helicopter is higher in one photo as compared with the second photo.,1,abc
SS1651868714404,US,Description1,The helicopter changes positions.,1,abc
SS1651868716048,US,Description1,The helicopter is slightly higher in one image.,1,abc
SS1651868717843,US,Description1,The location of the yellow helicopter.,1,abc
SS1651868718682,US,Description1,The helicopter's position changes.,1,abc
SS1651868720723,US,Description1,the helicopter moves up or down or it is smaller,1,abc
SS1651868725160,US,Description1,the helicoptor is in different places,1,abc
SS1651868731784,US,Description1,height of helicopter,1,abc
SS1651868736601,US,Description1,The yellow/white helicopter shifts around.,1,abc
SS1651868738305,US,Description1,The helicopter is a big higher,1,abc
SS1651868744832,US,Description1,The helicopter's position moves,1,abc
SS1651868744957,US,Description1,The helicopter moves up and down,1,abc
SS1651868745180,US,Description1,the helicopter is lower,1,abc
SS1651868745703,US,Description1,The helicopter goes up in the positive y-axis direction,1,abc
SS1651868751261,US,Description1,The helicopter moves vertically slightly.,1,abc
SS1651868754302,US,Description1,the helicopter was moving up and down.,1,abc
SS1651868755995,US,Description1,position of helicopter,1,abc
SS1651868756130,US,Description1,The helicopters flying height changes,1,abc
SS1651868757005,US,Description1,the helicopter is higher is one photo,1,abc
SS1651868761529,US,Description1,helecopter is higher and lower,1,abc
SS1651868767690,US,Description1,"the helicopter changes positions, raising and lowering",1,abc
SS1651868773205,US,Description1,The person walking has a black line on them on one.,1,abc
SS1651868778604,US,Description1,the yellow helicopter moved up and down ,1,abc
SS1651868779378,US,Description1,The height of the copter goes up and down a bit.,1,abc
SS1651868780067,US,Description1,truck hidden by spray in one of the pics,1,abc
SS1651868782330,US,Description1,Unknown,0,abc
SS1651868783532,US,Description1,The helicopter is in a slightly different position than the other,1,abc
SS1651868784777,US,Description1,Helicopter position,1,abc
SS1651868788340,US,Description1,the helicopter is moving.,1,abc
SS1651868788402,US,Description1,The height of the helicopter and position of the people,1,abc
SS1651868793732,US,Description1,The helicopter moves up and down.,1,abc
SS1651868796147,US,Description1,the helicopter is moving,1,abc
SS1651868796810,US,Description1,helicopter is closer to the ground,1,abc
SS1651868799606,US,Description1,the helicopter is either higher or lower,1,abc
SS1651868800189,US,Description1,The helicopter moves slightly up and down,1,abc
SS1651868802451,US,Description1,helicopter is lower,1,abc
SS1651868810933,US,Description1,helicopter,1,abc
SS1651868811761,US,Description1,The position of the yellow helicopter in the foreground changes.,1,abc
SS1651868811860,US,Description1,The helicopter seems to change places,1,abc
SS1651868812123,US,Description1,Helicoptor rises and lowers,1,abc
SS1651868816028,US,Description1,The helicopter is in a slightly different position,1,abc
SS1651868817160,US,Description1,unknown,0,abc
SS1651868817171,US,Description1,helicopter changes position,1,abc
SS1651868820237,US,Description1,helicopter moves up and down,1,abc
SS1651868826063,US,Description1,the man in the back has his foot up,0,abc
SS1651868827795,US,Description1,The helicopter is different position.,1,abc
SS1651868828049,US,Description1,helicopter moves place,1,abc
SS1651868830966,US,Description1,unknown,0,abc
SS1651868834466,US,Description1,the helicopter moves,1,abc
SS1651868836129,US,Description1,position of helicopter,1,abc
SS1651868837282,US,Description1,helicopter is in air or landed,1,abc
SS1651868839147,US,Description1,unknown,0,abc
SS1651868839906,US,Description1,the helicopter goes up slightly,1,abc
SS1651868840289,US,Description1,The position of the helicopter is slightly different between the two photos.,1,abc
SS1651868840790,US,Description1,One is a plane and one is a helicopter,0,abc
SS1651868850581,US,Description1,helicopter height,1,abc
SS1651868852345,US,Description1,helicopter up and down,1,abc
SS1651868868975,US,Description1,helicopter is slightly higher in one of the pictures,1,abc
SS1651868873914,US,Description1,helicopter position different means sometime see person fully behind and other times occulded,1,abc
SS1651868876318,US,Description1,the helicopter changes height,1,abc
SS1651868901145,US,Description1,the location of the helicoptor,1,abc
SS1651868924360,US,Description1,the helicopter is shifted up,1,abc
SS1651868966456,US,Description1, The helicopter is in a different position in the photos.,1,abc
SS1651869014963,US,Description1,placement of helicopter,1,abc
SS1651869017878,US,Description1,The vertical position of the helicopter varies between images,1,abc
SS1651869021473,US,Description1,propeller at different level ,1,abc
SS1651869024622,US,Description1,helicopter was slightly lower,1,abc
